Date,Headline,Sentence
"DECEMBER 12, 2019",Apple's China iPhone shipments fall 35% in November: Credit Suisse,"Apple Inc's iPhone shipments in China fell more than 35% in November, marking their second straight double-digit decline as sales of the cheaper iPhone 11 remained sluggish, brokerage Credit Suisse said on Thursday."
"DECEMBER 12, 2019","US STOCKS SNAPSHOT-Wall St opens lower as Apple weighs, trade deadline looms","U.S. stocks opened modestly lower on Thursday, weighed down by losses in Apple after Credit Suisse said iPhone shipments sharply fell in China last month, while a U.S. tariff deadline on Chinese imports loomed."
"DECEMBER 11, 2019",Apple supplier Japan Display to receive $830 million from asset manager Ichigo,"Apple supplier Japan Display Inc said on Thursday it plans to receive up to 90 billion yen ($830 million) in financial support from Ichigo Asset Management, giving effective control to the Japanese asset manager."
"DECEMBER 12, 2019",Ichigo likely to end up nearly 50% stake in Japan Display: source,"Japanese asset manager Ichigo Asset Management is likely to take a nearly 50% stake in Japan Display Inc <6740.T> when it invests in the struggling Apple Inc <AAPL.O> supplier, a person with knowledge of the deal said on Thursday."
"DECEMBER 11, 2019",Japan Display in talks for $830 mln support from Ichigo -source,"Struggling Japan Display Inc , a supplier to Apple Inc, is in talks to receive up to 90 billion yen ($830 million) in financial support from Ichigo Asset Management, a source with knowledge of the matter said on Thursday."
"DECEMBER 10, 2019",EU antitrust regulators mull tougher line against tech giants,"EU antitrust regulators are considering taking a tougher line against tech giants by forcing them to do more to ensure a level playing field, a senior European Commission official said on Tuesday, a move which could affect Facebook, Amazon, Apple and Google."
"DECEMBER 9, 2019",Apple has 'deep concerns' that ex-employees accused of theft will flee to China,"Apple Inc on Monday told a federal court it has ""deep concerns"" that two Chinese-born former employees accused of stealing trade secrets from the company will try to flee before their trials if their locations are not monitored."
"DECEMBER 10, 2019",Austrian sensor specialist AMS acquires 59% of Osram shares,"Austrian sensor specialist AMS <AMS.S> said on Tuesday that the acceptance rate in its 4.6 billion euro ($5.1 billion) takeover offer for German lighting group Osram <OSRn.DE> was 59.3%, a little more than the required 55% threshold."
"DECEMBER 9, 2019",Apple has 'deep concerns' that ex-employees accused of theft will flee,"Apple Inc on Monday told a federal court it has ""deep concerns"" that two Chinese-born former employees accused of stealing trade secrets from the company will try to flee before their trials if their locations are not monitored."
"DECEMBER 9, 2019","US STOCKS SNAPSHOT-Apple, healthcare weigh on Wall Street as trade deadline looms","U.S. stocks pulled back on Monday from near-record levels, as shares of Apple Inc and healthcare companies fell and investors braced for a busy week of political and economic news, including a potential turning point in the U.S.-China trade dispute."
"DECEMBER 6, 2019",Austria's AMS hails Osram victory with second $5.1 billion bid,"Austrian sensor specialist AMS <AMS.S> said it had succeeded at its second attempt with a 4.6 billion euro ($5.1 billion) bid for Osram <OSRn.DE> on Friday, gaining more than 55% of the German lighting group's shares."
"DECEMBER 4, 2019",Global stocks falter on trade uncertainty; sterling gains,"The dollar slid and global equity markets traded little changed on Thursday as enthusiasm over Apple shares was offset by doubts about the likelihood of a ""phase one"" trade deal before a new round of U.S. tariffs on Chinese imports begins in 10 days."
"DECEMBER 5, 2019",Apple buys first-ever carbon-free aluminum from Alcoa-Rio Tinto venture,Apple Inc on Thursday said it has bought the first-ever commercial batch of carbon-free aluminum from a joint venture between two of the world's biggest aluminum suppliers.
"DECEMBER 2, 2019",Apple fails to end MacBook 'butterfly' keyboard class action,"A federal judge on Monday rejected Apple Inc's <AAPL.O> bid to dismiss a proposed class action lawsuit by customers who said it knew and concealed how the ""butterfly"" keyboards on its MacBook laptop computers were prone to failure."
"NOVEMBER 29, 2019",Apple 'taking a deeper look' at map policies after calling Crimea part of Russia,"Apple Inc <AAPL.O> is ""taking a deeper look at how we handle disputed borders"" after it referred to the Russian-annexed Crimean Peninsula as part of Russia in its Maps and Weather apps for Russian users, a company spokeswoman told Reuters on Friday."
"NOVEMBER 29, 2019",Intel says Qualcomm tactics forced it out of modem chip market,"Intel Corp sold its smartphone modem chip business to Apple Inc at ""a multi-billion dollar loss,"" the U.S. chipmaker said in a court filing on Friday, alleging that rival Qualcomm Inc forced it out of the market."
"NOVEMBER 27, 2019",Apple supplier Japan Display to review past earnings after fraud warning,Apple supplier Japan Display Inc said on Wednesday it would review its past earnings after a former accounting executive notified the company of a past accounting fraud which he said was directed by former top management.
"NOVEMBER 27, 2019",Apple supplier Japan Display to review past accounting records,Apple supplier Japan Display Inc said on Wednesday it would review its past accounting records after a former executive notified the company of past accounting fraud.
"NOVEMBER 25, 2019",Apple supplier Salcomp to invest $279 million in new Indian plant,"Finland's Salcomp, a supplier to U.S. tech group Apple, is to invest 20 billion rupees ($278.67 million) in India to make mobile chargers and other smartphone components from March 2020, the country's technology minister said on Monday."
"NOVEMBER 22, 2019",VirnetX patent win against Apple vacated by U.S. appeals court,"A U.S. appeals court on Friday voided a jury's calculation that Apple Inc <AAPL.O> should pay $503 million for infringing patents owned by licensing firm VirnetX Holdings Corp , setting the stage for another potential trial in a decade-old legal battle."
"NOVEMBER 22, 2019",VirnetX patent win against Apple vacated by U.S. appeals court,A U.S. appeals court on Friday set aside a jury's calculation that Apple Inc should pay $503 million for infringing on patents owned by licensing firm VirnetX Holdings Corp.
"NOVEMBER 22, 2019",Rightmove taps ex-Shazam boss Andrew Fisher as its new chairman,"British property website operator Rightmove Plc said on Friday it has named Andrew Fisher, former boss of now Apple-owned app Shazam, as its chairman to succeed Scott Forbes, who has held the role for more than 14 years."
"NOVEMBER 20, 2019","Apple, Intel file antitrust case vs SoftBank-owned firm over patent practices","Apple Inc <AAPL.O> and Intel Corp <INTC.O> on Wednesday filed an antitrust lawsuit against Fortress Investment Group, alleging the SoftBank Group Corp <9984.T> unit stockpiled patents to hold up tech firms with lawsuits demanding as much as $5.1 billion."
"NOVEMBER 21, 2019",Trump wants Apple to be involved in 5G infrastructure building in U.S.,U.S. President Donald Trump said on Thursday he had asked Apple Inc Chief Executive Officer Tim Cook to look into helping develop telecommunications infrastructure for 5G wireless networks in the United States.
"NOVEMBER 20, 2019","RPT-Apple, Intel file antitrust case against SoftBank-backed firm over patent practices","Apple Inc and Intel Corp on Wednesday filed an antitrust lawsuit against Softbank Group Corp-owned Fortress Investment Group, alleging the firm stockpiled patents to hold up technology companies with lawsuits."
"NOVEMBER 20, 2019","Apple, Intel file antitrust case against SoftBank-backed firm over patent practices","Apple Inc and Intel Corp on Wednesday filed an antitrust lawsuit against Softbank Group Corp-owned Fortress Investment Group, alleging the firm stockpiled patents to hold up technology companies with lawsuits."
"NOVEMBER 20, 2019",Apple cancels premiere of film 'The Banker' after unspecified 'concerns',"Apple Inc has canceled the world premiere of movie ""The Banker,"" one of its first original films, as it investigates unspecified concerns surrounding the period drama, the company said on Wednesday."
"NOVEMBER 20, 2019",Trump considering whether Apple should be exempt from China tariffs,President Donald Trump said on Wednesday after touring a plant that assembles Apple Inc <AAPL.O> computers that he was considering whether to exempt the U.S. company from tariffs on imports from China.
"NOVEMBER 20, 2019",Apple supplier Japan Display says executive embezzled $5.25 million,Japan Display Inc said on Thursday it dismissed an accounting executive last year for embezzling about $5.3 million over four years since the Apple Inc supplier went public in 2014.
"NOVEMBER 20, 2019",Accounting executive at Apple supplier JDI embezzled $5.25 mln -Asahi,"Japan Display Inc dismissed an accounting executive last December for embezzling about 570 million yen ($5.25 million) of the company's money over four years since the Apple Inc supplier went public, the Asahi daily reported on Thursday."
"NOVEMBER 20, 2019",Trump says looking at whether Apple should be exempt from China tariffs,U.S. President Donald Trump said on Wednesday he was considering whether to exempt Apple Inc from tariffs on Chinese imports.
"NOVEMBER 20, 2019",Apple starts construction of new $1 billion campus in Texas,"Apple Inc said on Wednesday it had started construction of a new campus in Austin, Texas, beside its existing facility where it makes the new MacBook Pro laptops."
"NOVEMBER 20, 2019",Apple starts construction of new campus in Texas,"Apple Inc said on Wednesday it had started construction of a new campus in Austin, Texas, beside its existing facility where it makes the new MacBook Pro laptops."
"NOVEMBER 20, 2019","Factbox: 'To Tim': Trump's tweets to Apple CEO Cook on factories, iPhones","Apple Inc <AAPL.O> Chief Executive Tim Cook will give U.S. President Donald Trump a personal tour of its Texas computer factory on Wednesday, the latest sign of a close relationship between two of America's most powerful men."
"NOVEMBER 18, 2019","IN BRIEF: No cert for Straight Path in patent fight with Apple, Cisco","The U.S. Supreme Court on Monday declined to hear a due-process challenge to the one-line summary affirmances used by the U.S. Court of Appeals for the Federal Circuit, letting stand a win for Apple Inc and Cisco Systems in a patent-infringement case by SPIP Litigation Group..."
"NOVEMBER 15, 2019",Apple warns of risks from German law to open up mobile payments,Apple said on Friday moves in Germany to force it to open up its Apple Pay mobile payments system to rivals could hurt data protection and the security of financial information.
"APRIL 28, 2016",US STOCKS SNAPSHOT-Trade hopes propel Wall Street to records; healthcare climbs,"Wall Street's main stock indexes closed at record levels on Friday, fueled by fresh optimism over a potential calming of U.S.-China trade tensions and by big gains in shares of healthcare companies."
"NOVEMBER 15, 2019","Former Apple chip executives found company to take on Intel, AMD","Three of Apple Inc's former top semiconductor executives in charge of iPhone chips have founded a startup to design processors for data centers, aiming to take on current industry leaders Intel Corp and Advanced Micro Devices Inc."
"NOVEMBER 15, 2019",Apple could raise annual ad income to $11 billion by 2025: JPMorgan,"The launch of Apple TV+, coupled with Apple Inc's foray into digital services, could help the company increase its income from advertising by more than five fold to $11 billion annually within the next six years, analysts from JP Morgan said on Friday."
"NOVEMBER 15, 2019",Apple warns of risks from German law to open up mobile payments,Apple said on Friday moves in Germany to force it to open up its Apple Pay mobile payments system to rivals could hurt data protection and the security of financial information.
"APRIL 27, 2016","US STOCKS SNAPSHOT-S&P 500 notches another record, shakes off dour Cisco forecast","The benchmark S&P 500 posted a slim gain to end with a record closing high on Thursday, as a dour forecast from tech stalwart Cisco Systems Inc was offset by a strong report from big box retailer Walmart Inc ."
"NOVEMBER 14, 2019",Apple launches app to let users enroll in health studies,"Apple Inc on Thursday launched an app that will let users of its devices to enroll in three health studies, allowing them to share health-related data for medical research."
"NOVEMBER 13, 2019","Peloton exploring apps for Amazon Fire TV, Apple Watch: Bloomberg","Peloton Interactive Inc <PTON.O> is exploring apps for Amazon.com Inc's <AMZN.O> Fire TV and Apple Inc's <AAPL.O> Watch, Bloomberg reported on Wednesday, citing people familiar with the matter."
"NOVEMBER 13, 2019",Apple refreshes MacBook Pro laptop with 16-inch screen,"Apple Inc on Wednesday unveiled a new MacBook Pro with a bigger screen and a better keyboard, replacing its 15-inch model."
"NOVEMBER 13, 2019","Apple supplier Foxconn's Q3 profit up 23%, beats forecast","Taiwan's Foxconn posted a 23% rise in quarterly profit on Wednesday, as its biggest customer Apple Inc reported better-than-expected earnings thanks to solid sales of mobile devices such as wearables."
"NOVEMBER 13, 2019",Apple supplier Japan Display logs 11th straight quarterly net loss,Japan Display reported on Wednesday an 11th consecutive quarterly net loss on sluggish display sales and restructuring costs as the cash-strapped company scrambles to clinch a bailout deal with Apple Inc and other investors.
"NOVEMBER 13, 2019",Apple supplier Japan Display logs 11th straight quarterly net loss,Japan Display reported on Wednesday an 11th consecutive quarterly net loss on sluggish display sales and restructuring costs as the cash-strapped company scrambles to clinch a bailout deal with Apple Inc and other investors.
"NOVEMBER 10, 2019",Apple co-founder says Apple Card algorithm gave wife lower credit limit,"Apple Inc <AAPL.O> co-founder Steve Wozniak joined in the online debate over accusations of gender discrimination by the algorithm behind the iPhone maker's credit card, fueling scrutiny of the newly launched Apple Card."
"NOVEMBER 11, 2019","Apple aims to launch AR Headset in 2022, AR Glasses by 2023: The Information","Apple Inc <AAPL.O> is aiming to launch an augmented-reality headset in 2022 and a sleeker pair of AR glasses by 2023, news website The Information reported on Monday, citing people familiar with the matter."
"NOVEMBER 10, 2019",Apple co-founder says Apple Card algorithm gave wife lower credit limit,"Apple Inc co-founder Steve Wozniak joined in the online debate accusing the algorithm behind the iPhone maker's credit card of discriminating by gender, deepening the scrutiny surrounding the newly launched Apple Card."
"NOVEMBER 9, 2019",Goldman faces probe after entrepreneur slams Apple Card algorithm in tweets,A probe into Goldman Sachs Group Inc's credit card practices has been initiated after tweets from a tech entrepreneur alleged gender discrimination in the new Apple Inc card algorithms that are used to determine credit limits.
"NOVEMBER 9, 2019",Goldman faces probe after entrepreneur slams Apple Card algorithm in tweets,A probe into Goldman Sachs Group Inc's credit card practices has been initiated after tweets from a tech entrepreneur alleged gender discrimination in the new Apple Inc card algorithms that are used to determine credit limits.
"NOVEMBER 7, 2019",EU's Vestager says Apple Pay has prompted many concerns,"Apple Pay has attracted regulatory scrutiny as a result of several expressions of concern about the U.S. tech giant's mobile payment service, Europe's antitrust chief said on Thursday."
"NOVEMBER 7, 2019",Eu's Vestager says has received many concerns regarding Apple Pay,Europe's antitrust chief Margrethe Vestager said on Thursday that she has received many expressions of concerns regarding iPhone maker Apple's mobile payment service.
"NOVEMBER 6, 2019",Qualcomm's 5G phone forecast for 2020 could include iPhones: analysts,"Qualcomm Inc said on Wednesday it expected 200 million 5G smartphones to be sold in 2020, including flagship devices launching next fall, a reference Wall Street took as a hint that Apple Inc would offer the faster technology next year."
"NOVEMBER 6, 2019","Qualcomm's licensing forecast, helped by Apple deal, drives share gains","Qualcomm Inc <QCOM.O> on Wednesday forecast current-quarter profit above Wall Street expectations, as its all-important licensing segment benefits from a deal with Apple Inc <AAPL.O> and the annual holiday-quarter boost it brings."
"NOVEMBER 6, 2019",Apple rolls out health records on iPhones for U.S. military veterans,Apple Inc on Wednesday said that U.S. military veterans who use its iOS devices and get medical care from the Veterans Health Administration will be able to access their health records on the devices.
"NOVEMBER 6, 2019",Apple publishes new technical details on privacy features,Apple Inc <AAPL.O> on Wednesday published four new papers outlining technical details of how some of the privacy features in its most recent operating systems work.
"NOVEMBER 4, 2019",Apple pledges $2.5 billion to fight California housing crisis,"Apple Inc on Monday said it would commit $2.5 billion to easing a housing shortage that has driven up prices across California, with most of the money dedicated to funds that will be run either with or by the state government."
"NOVEMBER 1, 2019","Apple asks U.S. to waive tariffs on Chinese-made watches, iPhone parts, AirPods","Apple Inc asked the Trump administration to waive tariffs on Chinese-made Apple Watches, iPhone components and other consumer products, according to company filings with the U.S. Trade Representative's Office."
"NOVEMBER 1, 2019","Apple asks U.S. to waive tariffs on Chinese-made watches, iPhone parts, AirPods","Apple Inc asked the Trump administration to waive tariffs on Chinese-made Apple Watches, iMac computer, iPhone components and other consumer products, according to company filings with the U.S. Trade Representative's Office."
"NOVEMBER 1, 2019",AppleTV+ debuts streaming TV service with Oprah and Aniston,"Apple TV+, the iPhone maker's entry into the crowded streaming TV market, debuts on Friday as the first ""all-original"" subscription video service, according to Apple Inc <AAPL.O> Chief Executive Tim Cook."
"OCTOBER 31, 2019",Ex-Apple executive joins startup aimed at banishing smartphone cables,(This October 31 story adds dropped word 'he' in final paragraph)
"NOVEMBER 1, 2019","Factbox: How to watch Apple TV+, Apple's entry in the streaming wars","Apple Inc <AAPL.O> unveils its streaming entertainment service, Apple TV+, in more than 100 markets on Friday."
"NOVEMBER 1, 2019",Japan's Sharp beats second-quarter profit expectations on laptop business,"Japan's Sharp Corp <6753.T>, an Apple <AAPL.O> supplier, posted a profit that beat expectations and was its first rise in five quarters, driven by the strength in the laptop business it bought from Toshiba <6502.T>."
"NOVEMBER 1, 2019","Sharp's Q2 profit edges up, exceeds estimates","Japan's Sharp Corp, an Apple supplier, posted a 0.6% rise in quarterly operating profit on strength in the laptop business it bought from Toshiba."
"NOVEMBER 1, 2019","Apple, Wistron propose possibility of directly investing in Japan Display: Kyodo","Apple Inc <AAPL.O> and Taiwan's Wistron Corp <3231.TW> are proposing the possibility of directly investing in troubled panel supplier Japan Display <6740.T>, Kyodo News reported on Friday."
"OCTOBER 31, 2019",Ex-Apple executive joins startup aimed at banishing smartphone cables,"For over 14 years at Apple Inc, Rubén Caballero had to include a cable with every iPhone design whose wireless engineering he oversaw, from the first prototypes in 2005 to iPhone 11 models on shelves now."
"OCTOBER 31, 2019","Price cuts, iPhone 11 timing drive Apple's uncertain China rebound: analysts","Apple Inc managed to largely stem a fall in China revenue in the September quarter thanks to the release-timing of the iPhone 11, a cheaper variant, and a bit of good luck, but analysts said the company's good fortunes might be shortlived."
"OCTOBER 30, 2019","Apple tunes out trade war as new AirPods, services lift holiday outlook","Apple Inc <AAPL.O> on Wednesday forecast sales for the crucial holiday shopping quarter ahead of Wall Street expectations, with Chief Executive Tim Cook seeing strong sales of the wearables such as the noise-cancelling AirPods Pro and hoping for a U.S.-China trade deal by..."
"OCTOBER 30, 2019",Breakingviews - Apple needs CEO charm more than Facebook,"Tim Cook’s charm offensive is coming just at the right time. The Apple boss has Washington and even Beijing on his side, while Facebook’s Mark Zuckerberg can barely speak without annoying someone in power – and his company’s apps are blocked in China. Yet since D.C. pressure..."
"OCTOBER 30, 2019","Apple's holiday forecast beats Wall Street estimates, powered by Watches, AirPods and streaming","Apple Inc on Wednesday forecast sales for the crucial holiday shopping quarter that beat Wall Street expectations, with Chief Executive Tim Cook saying that new iPhone 11 models were off to ""a very, very good start"" as sales of AirPods, Apple Watches and streaming services..."
"OCTOBER 30, 2019","Apple CEO's handling of trade war has helped buoy shares, investors say","When Apple Inc <AAPL.O> reports results on Wednesday, Wall Street expects flat fiscal fourth-quarter sales and lower full-year revenue compared with the prior year, mostly because of declining iPhone sales. Yet Apple's stock price has hit all-time highs in recent weeks,..."
"OCTOBER 30, 2019","CORRECTED-Apple CEO's handling of trade war has helped buoy shares, investors say","When Apple Inc reports results on Wednesday, Wall Street expects flat fiscal fourth-quarter sales and lower full-year revenue compared with the prior year, mostly because of declining iPhone sales. Yet Apple's stock price has hit all-time highs in recent weeks, and its price-to-forward-earnings..."
"OCTOBER 30, 2019",Apple mobilizes suppliers to unveil first 5G iPhones: Nikkei,"Apple Inc is mobilizing suppliers to launch its first 5G iPhone range, the Nikkei Asian Review said on Wednesday."
"OCTOBER 29, 2019",Apple Pay in EU antitrust spotlight as regulators seek details,"Apple Inc <AAPL.O> faces more regulatory woes in Europe as EU antitrust regulators ask online sales companies whether they have been told to use its mobile payment service instead of rival services, an EU document seen by Reuters showed."
"OCTOBER 29, 2019",Apple Pay in EU antitrust spotlight as regulators seek details,"Apple faces more regulatory woes in Europe as EU antitrust regulators ask online sales companies whether they have been told to use its mobile payment service instead of rival services, an EU document seen by Reuters showed."
"OCTOBER 18, 2019",Apple's star-studded 'The Morning Show' joins #MeToo conversation,"Apple Inc is jumping into the streaming video wars with a series that explores accusations of sexual misconduct at a fictional morning television news show, a story that tackles issues brought to life over the past two years of the #MeToo movement."
"OCTOBER 28, 2019",Apple launches AirPods Pro at $249,"Apple Inc on Monday launched Apple AirPods Pro, an upgraded version of its premium wireless earphones with noise cancellation feature."
"OCTOBER 25, 2019",United Airlines says in talks with Apple on San Francisco airport upgrade,"United Airlines is in early discussions with Apple Inc about upgrading the U.S. carrier's terminal at San Francisco International airport, United's Chief Digital Officer Linda Jojo told journalists on Friday without providing more details."
"OCTOBER 23, 2019","US STOCKS-Apple, Boeing keep Wall St afloat, weak earnings stoke growth fears","* Anthem, Boston Scientific, Thermo Fisher jump on upbeat profits"
"OCTOBER 23, 2019","US STOCKS-Apple, Boeing lead Wall Street higher","* Indexes up: Dow 0.09%, S&P 0.09%, Nasdaq 0.01% (Updates market action, adds comment)"
"OCTOBER 23, 2019","US STOCKS-Wall St propped up by Apple, Boeing","* Indexes up: Dow 0.24%, S&P 500 0.11%, Nasdaq 0.04% (Updates to open, adds background)"
"OCTOBER 23, 2019",Apple offers Japan Display more support with shorter payment periods: source,"Apple Inc will further help out Japan Display Inc by shortening payment periods, a source familiar with the matter said, as the panel supplier seeks to stabilize its finances."
"OCTOBER 23, 2019",Apple supplier Japan Display says 'client' has promised additional support,"Apple Inc supplier Japan Display Inc said on Wednesday that concerns about immediate cash shortfall have been resolved as a ""client,"" which a source familiar with the matter said is Apple, has agreed to shorten a payment period."
"OCTOBER 22, 2019","AMS posts third-quarter revenue jump, sees strong demand from Apple, others",Apple <AAPL.O> supplier AMS <AMS.S> beat expectations with a 41% jump in third-quarter revenue on Tuesday and forecast further strong demand for its optical sensors from smartphone makers as it takes aim at a takeover of German lighting maker Osram <OSRn.DE>.
"OCTOBER 18, 2019",U.S. lawmakers urge Apple to restore HKMap app used in Hong Kong,"A bipartisan group of seven U.S. lawmakers including Senators Ted Cruz, Ron Wyden and Marco Rubio and Representative Alexandria Ocasio-Cortez on Friday urged Apple Inc <AAPL.O> Chief Executive Tim Cook to restore the HKMap app used in Hong Kong."
"OCTOBER 21, 2019","Case to Watch: Apple, Cisco defend Federal Circuit’s summary-affirmance rule in fight over VOIP patents","In briefs requested by the U.S. Supreme Court, Apple Inc and Cisco Systems vigorously defended the use of one-word “summary affirmances” to dispose of appeals of lower-court decisions in patent-law cases."
"OCTOBER 21, 2019",Apple starts selling locally assembled iPhone XR in India,"Apple Inc <AAPL.O> has started selling its popular iPhone XR phones assembled in India, as it looks to expand its share in the world's second-largest smartphone market where it has struggled against cheaper products from rivals."
"OCTOBER 18, 2019",Wall Street Week Ahead: Tech haves and have-nots face third-quarter tests,"Technology companies, which make up the largest swath of the U.S. stock market, are expected to post a nearly 8% drop in third-quarter profits as reports roll in from many of the sector's biggest corporations."
"OCTOBER 20, 2019",RPT-Wall St Week Ahead-Tech haves and have-nots face third-quarter tests,"Technology companies, which make up the largest swath of the U.S. stock market, are expected to post a nearly 8% drop in third-quarter profits as reports roll in next week from many of the sector's biggest corporations."
"OCTOBER 17, 2019",Apple's Cook meets China regulator after pulling Hong Kong app,"Apple Inc Chief Executive Tim Cook met the chief of China's market regulator in Beijing on Thursday, the Chinese agency said, a week after the U.S. firm was thrust into political tensions between the mainland and protesters in Hong Kong."
"OCTOBER 17, 2019",China market regulator chief met with Apple CEO Tim Cook,"China's market regulator chief Xiao Yaqing met with Apple Inc's Chief Executive Tim Cook in Beijing on Thursday, the regulator said on Friday."
"OCTOBER 17, 2019",Fitbit in healthcare partnership to take on Apple Watch,"Fitbit Inc <FIT.N> is developing a method to detect irregular heart rhythm in time through a partnership with Bristol-Myers Squibb-Pfizer Alliance, as the wearable device maker looks to match a feature available on rival Apple Inc's <AAPL.O> Watch."
"OCTOBER 15, 2019",House investigators say they have begun receiving data from big tech firms,"The leaders of the House of Representatives Judiciary Committee said late on Tuesday that they had begun receiving data from Facebook, Alphabet's Google, Amazon and Apple as part of their probe into the companies' potential breaches of antitrust law."
"OCTOBER 11, 2019","US STOCKS-Wall St rallies on trade deal hopes, focus shifts to Trump-Liu meeting","* Indexes up: Dow 1.47%, S&P 500 1.46%, Nasdaq 1.68% (Updates to early afternoon)"
"OCTOBER 11, 2019",US STOCKS-Wall Street rallies on trade deal hopes; Apple hits record high,"* Indexes up: Dow 1.84%, S&P 500 1.84%, Nasdaq 2.01% (Updates market action, adds comments)"
"OCTOBER 11, 2019",US STOCKS-Wall St rises as trade deal hopes grow; Apple hits record high,"* Indexes up: Dow 1.53%, S&P 500 1.56%, Nasdaq 1.75% (Updates to open)"
"OCTOBER 11, 2019",US STOCKS-Wall St set to rise on hopes of de-escalation in trade war,"* Futures up: Dow 0.98%, S&P 500 0.99%, Nasdaq 1.10% (Updates market action, adds comments)"
"OCTOBER 9, 2019","Apple pulls app used to track Hong Kong police, Cook defends move","Apple Inc has removed an app that helped Hong Kong protesters track police movements, saying it was used to target officers, after a Chinese state newspaper sharply criticized the U.S. tech giant for allowing the software."
"OCTOBER 10, 2019",Apple CEO Cook defends removal of police-tracking app used in Hong Kong,"Apple Inc <AAPL.O> Chief Executive Tim Cook on Thursday defended the iPhone maker's decision to remove from its app store a police-tracking app used by protesters in Hong Kong, according to a copy of a letter to employees seen by Reuters and confirmed by Apple."
"OCTOBER 10, 2019",UPDATE 1-Apple CEO Cook defends removal of police-tracking app used in Hong Kong,"Apple Inc Chief Executive Tim Cook on Thursday defended the iPhone maker's decision to remove from its app store a police-tracking app used by protesters in Hong Kong, according to a copy of a letter to employees seen by Reuters and confirmed by Apple."
"OCTOBER 9, 2019",Samsung Display to invest $11 billion by 2025 amid industry oversupply,"Apple Inc <AAPL.O> supplier Samsung Display said on Thursday it will invest 13.1 trillion won ($11 billion) on facilities and research to upgrade a production line, as it battles severe oversupply due to weak global demand for smartphones and TVs."
"OCTOBER 7, 2019",U.S. Supreme Court snubs University of Wisconsin appeal in patent fight with Apple,The U.S. Supreme Court on Monday refused to hear a bid by the University of Wisconsin's patent licensing arm to reinstate its legal victory against Apple Inc in a fight over computer processor technology that the school claimed the company used without permission in certain...
"OCTOBER 7, 2019",Apple supplier Japan Display says aiming for a bailout deal this month,"Japan Display Inc <6740.T> said it aims to clinch a deal this month for least 50 billion yen ($470 million) in vital funding, having had to scramble after an investment group suddenly pulled out of a bailout plan for the Apple Inc <AAPL.O> supplier."
"OCTOBER 7, 2019",Apple supplier Japan Display aims to seal $468 mln bailout deal by end-Oct -CEO,"Apple Inc supplier Japan Display Inc aims to seal a revised bailout deal by the end of this month for at least 50 billion yen ($468 million) in vital funding, its new chief executive said on Monday."
"OCTOBER 6, 2019","Nikkei slips on trade worries, Apple suppliers in demand","Japanese shares slipped on Monday, pressured by concerns Sino-U.S. trade talks may face new hurdles this week although moderate U.S. jobs growth in September offered some support."
"OCTOBER 5, 2019",Sales at Taiwan's Apple supplier Hon Hai flat in September,"Sales at Hon Hai Precision Industry <2317.TW>, known by its trade name Foxconn and as a key supplier of Apple Inc's <AAPL.O> products, rose by 0.5% rise in September."
"OCTOBER 4, 2019",Apple rolls out free repair for iPhone 6S devices that do not turn on,"Apple Inc said on Friday some iPhone 6S and iPhone 6S Plus handsets may not power on due to a failed component, and the company is offering to repair the devices for free."
"OCTOBER 4, 2019",Amazon Prime Video back after brief disappearance from Apple's app stores,"Amazon Inc's streaming service, Prime Video, was once again available on Apple Inc's app stores after briefly disappearing on Friday due to a technical glitch."
"OCTOBER 4, 2019",Exclusive: Antitrust probers in Congress ask Spotify to detail alleged Apple abuses - sources,"U.S. lawmakers have requested information from Apple critic Spotify as part of an antitrust probe, according to two sources briefed on the investigation into allegations the iPhone maker engages in anti-competitive behavior to support its own apps."
"OCTOBER 4, 2019",Amazon Prime Video disappears from Apple's app stores,"Amazon Inc's streaming service, Prime Video, disappeared from Apple Inc's app store on Friday."
"OCTOBER 4, 2019","BUZZ-U.S. STOCKS ON THE MOVE-Apple, Snap, PepsiCo, HP",* Eikon search string for individual stock moves: * The Day Ahead newsletter: http://tmsnrt.rs/2ggOmBi * The Morning News Call newsletter: http://tmsnrt.rs/2fwPLTh U.S. stocks climbed on Friday as moderate jobs growth in September offered some relief from a spate of dismal...
"OCTOBER 4, 2019","US STOCKS-S&P 500, Dow headed for best day in a month after 'Goldilocks' jobs data","* Indexes up: Dow 0.90%, S&P 0.92%, Nasdaq 0.94% (Updates to early afternoon)"
"OCTOBER 4, 2019","US STOCKS-""Goldilocks"" jobs report, bets of Fed rate cut boost Wall Street",* HP Inc falls after announcing $1 bln charge from restructuring
"OCTOBER 4, 2019",Apple raises production of iPhone 11 models by about 10%: Nikkei,"Apple Inc <AAPL.O> has asked suppliers to increase production of its iPhone 11 models by up to 8 million units, or about 10%, Nikkei Asian Review reported, hinting that demand for the recently launched versions of its flagship phone was picking up."
"OCTOBER 4, 2019",US STOCKS-Jobs report lifts Wall Street; S&P 500 still tracks worst week in six,* HP Inc falls after announcing $1 bln charge from restructuring
"OCTOBER 4, 2019","European shares higher on hopes of Fed action, chip stocks gain on Apple report","European shares rose on Friday as investors were hopeful of further monetary easing from the U.S. Federal Reserve in the wake of poor economic data, while chip stocks nudged higher after a report said Apple was increasing production of its new iPhone models."
